query_id,query_timestamp,signal_timestamp,entry_timestamp,query_market,query_ticker,neighbor_rank,retrieved_record_id,retrieved_ticker,memory_event_timestamp,outcome_availability_timestamp,source_market_session_index,calendar_separation_days,same_ticker_check,session_separation_ge_21,outcome_available_before_query,split_boundary_observed,checkpoint_hash,scaler_hash
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,12,MEM_US_20151012_NOC_12,NOC,2015-10-12 16:00:00,2016-04-05 16:00:00,462,3004,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,13,MEM_US_20140530_NVDA_13,NVDA,2014-05-30 16:00:00,2014-11-24 16:00:00,106,3504,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,14,MEM_US_20150302_ORCL_14,ORCL,2015-03-02 16:00:00,2015-08-25 16:00:00,302,3228,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,15,MEM_US_20180815_REGN_15,REGN,2018-08-15 16:00:00,2019-02-07 16:00:00,1204,1966,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,16,MEM_US_20191009_V_16,V,2019-10-09 16:00:00,2020-04-02 16:00:00,1504,1546,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,17,MEM_US_20190612_ADBE_17,ADBE,2019-06-12 16:00:00,2019-12-05 16:00:00,1419,1665,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,18,MEM_US_20181026_AMD_18,AMD,2018-10-26 16:00:00,2019-04-22 16:00:00,1256,1894,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,19,MEM_US_20150225_AMGN_19,AMGN,2015-02-25 16:00:00,2015-08-20 16:00:00,299,3233,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,20,MEM_US_20140925_AMZN_20,AMZN,2014-09-25 16:00:00,2015-03-20 16:00:00,190,3386,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,21,MEM_US_20141216_AVGO_21,AVGO,2014-12-16 16:00:00,2015-06-10 16:00:00,248,3304,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,22,MEM_US_20180301_CRM_22,CRM,2018-03-01 16:00:00,2018-08-24 16:00:00,1085,2133,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,23,MEM_US_20170403_GOOGL_23,GOOGL,2017-04-03 16:00:00,2017-09-26 16:00:00,847,2465,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,24,MEM_US_20140812_INTU_24,INTU,2014-08-12 16:00:00,2015-02-04 16:00:00,158,3430,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0001,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),US,AAPL,25,MEM_US_20181113_ISRG_25,ISRG,2018-11-13 16:00:00,2019-05-08 16:00:00,1268,1876,True,True,True,True,5a5e9bc55769d641,e29b73422e31384c
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,1,MEM_India_20160504_EICHERMOT.NS_01,EICHERMOT.NS,2016-05-04 16:00:00,2016-10-27 16:00:00,609,2799,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,2,MEM_India_20170510_HCLTECH.NS_02,HCLTECH.NS,2017-05-10 16:00:00,2017-11-02 16:00:00,874,2428,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,3,MEM_India_20180515_HDFCBANK.NS_03,HDFCBANK.NS,2018-05-15 16:00:00,2018-11-07 16:00:00,1138,2058,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,4,MEM_India_20140911_ICICIBANK.NS_04,ICICIBANK.NS,2014-09-11 16:00:00,2015-03-06 16:00:00,180,3400,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,5,MEM_India_20200518_INFY.NS_05,INFY.NS,2020-05-18 16:00:00,2020-11-10 16:00:00,1662,1324,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,6,MEM_India_20191227_LT.NS_06,LT.NS,2019-12-27 16:00:00,2020-06-22 16:00:00,1561,1467,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,7,MEM_India_20170516_M&M.NS_07,M&M.NS,2017-05-16 16:00:00,2017-11-08 16:00:00,878,2422,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,8,MEM_India_20141231_MARUTI.NS_08,MARUTI.NS,2014-12-31 16:00:00,2015-06-25 16:00:00,259,3289,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,9,MEM_India_20171108_PIDILITIND.NS_09,PIDILITIND.NS,2017-11-08 16:00:00,2018-05-03 16:00:00,1004,2246,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,10,MEM_India_20190423_RELIANCE.NS_10,RELIANCE.NS,2019-04-23 16:00:00,2019-10-16 16:00:00,1383,1715,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,11,MEM_India_20180316_SUNPHARMA.NS_11,SUNPHARMA.NS,2018-03-16 16:00:00,2018-09-10 16:00:00,1096,2118,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,12,MEM_India_20181210_TCS.NS_12,TCS.NS,2018-12-10 16:00:00,2019-06-04 16:00:00,1287,1849,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,13,MEM_India_20190516_TECHM.NS_13,TECHM.NS,2019-05-16 16:00:00,2019-11-08 16:00:00,1400,1692,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,14,MEM_India_20181120_TITAN.NS_14,TITAN.NS,2018-11-20 16:00:00,2019-05-15 16:00:00,1273,1869,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,15,MEM_India_20191120_ULTRACEMCO.NS_15,ULTRACEMCO.NS,2019-11-20 16:00:00,2020-05-14 16:00:00,1534,1504,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,16,MEM_India_20180216_ASIANPAINT.NS_16,ASIANPAINT.NS,2018-02-16 16:00:00,2018-08-13 16:00:00,1076,2146,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,17,MEM_India_20160805_BHARTIARTL.NS_17,BHARTIARTL.NS,2016-08-05 16:00:00,2017-01-30 16:00:00,676,2706,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,18,MEM_India_20160323_EICHERMOT.NS_18,EICHERMOT.NS,2016-03-23 16:00:00,2016-09-15 16:00:00,579,2841,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,19,MEM_India_20170329_HCLTECH.NS_19,HCLTECH.NS,2017-03-29 16:00:00,2017-09-21 16:00:00,844,2470,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,20,MEM_India_20180403_HDFCBANK.NS_20,HDFCBANK.NS,2018-04-03 16:00:00,2018-09-26 16:00:00,1108,2100,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,21,MEM_India_20140731_ICICIBANK.NS_21,ICICIBANK.NS,2014-07-31 16:00:00,2015-01-23 16:00:00,150,3442,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,22,MEM_India_20200406_INFY.NS_22,INFY.NS,2020-04-06 16:00:00,2020-09-29 16:00:00,1632,1366,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,23,MEM_India_20191115_LT.NS_23,LT.NS,2019-11-15 16:00:00,2020-05-11 16:00:00,1531,1509,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,24,MEM_India_20170404_M&M.NS_24,M&M.NS,2017-04-04 16:00:00,2017-09-27 16:00:00,848,2464,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0002,2024-01-02 09:30:00,2024-01-02 16:00:00,2024-01-02 09:30:00 (Next Open),India,BAJFINANCE.NS,25,MEM_India_20141119_MARUTI.NS_25,MARUTI.NS,2014-11-19 16:00:00,2015-05-14 16:00:00,229,3331,True,True,True,True,5a5e9bc55769d641,292f9b2ffe30ca3b
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,1,MEM_China_20160315_002241.SZ_01,002241.SZ,2016-03-15 16:00:00,2016-09-07 16:00:00,573,2851,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,2,MEM_China_20191219_002415.SZ_02,002415.SZ,2019-12-19 16:00:00,2020-06-12 16:00:00,1555,1477,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,3,MEM_China_20160823_002475.SZ_03,002475.SZ,2016-08-23 16:00:00,2017-02-15 16:00:00,688,2690,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,4,MEM_China_20171220_002594.SZ_04,002594.SZ,2017-12-20 16:00:00,2018-06-14 16:00:00,1034,2206,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,5,MEM_China_20180419_300059.SZ_05,300059.SZ,2018-04-19 16:00:00,2018-10-12 16:00:00,1120,2086,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,6,MEM_China_20160511_600036.SS_06,600036.SS,2016-05-11 16:00:00,2016-11-03 16:00:00,614,2794,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,7,MEM_China_20180607_600196.SS_07,600196.SS,2018-06-07 16:00:00,2018-11-30 16:00:00,1155,2037,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,8,MEM_China_20160706_600276.SS_08,600276.SS,2016-07-06 16:00:00,2016-12-29 16:00:00,654,2738,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,9,MEM_China_20200427_600309.SS_09,600309.SS,2020-04-27 16:00:00,2020-10-20 16:00:00,1647,1347,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,10,MEM_China_20180710_600519.SS_10,600519.SS,2018-07-10 16:00:00,2019-01-02 16:00:00,1178,2004,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,11,MEM_China_20190930_600887.SS_11,600887.SS,2019-09-30 16:00:00,2020-03-24 16:00:00,1497,1557,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,12,MEM_China_20190805_601012.SS_12,601012.SS,2019-08-05 16:00:00,2020-01-28 16:00:00,1457,1613,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,13,MEM_China_20160712_601318.SS_13,601318.SS,2016-07-12 16:00:00,2017-01-04 16:00:00,658,2732,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,14,MEM_China_20171017_601888.SS_14,601888.SS,2017-10-17 16:00:00,2018-04-11 16:00:00,988,2270,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,15,MEM_China_20190527_000333.SZ_15,000333.SZ,2019-05-27 16:00:00,2019-11-19 16:00:00,1407,1683,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,16,MEM_China_20160317_000725.SZ_16,000725.SZ,2016-03-17 16:00:00,2016-09-09 16:00:00,575,2849,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,17,MEM_China_20191107_002230.SZ_17,002230.SZ,2019-11-07 16:00:00,2020-05-01 16:00:00,1525,1519,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,18,MEM_China_20160202_002241.SZ_18,002241.SZ,2016-02-02 16:00:00,2016-07-27 16:00:00,543,2893,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,19,MEM_China_20191107_002415.SZ_19,002415.SZ,2019-11-07 16:00:00,2020-05-01 16:00:00,1525,1519,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,20,MEM_China_20160712_002475.SZ_20,002475.SZ,2016-07-12 16:00:00,2017-01-04 16:00:00,658,2732,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,21,MEM_China_20171108_002594.SZ_21,002594.SZ,2017-11-08 16:00:00,2018-05-03 16:00:00,1004,2248,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,22,MEM_China_20180308_300059.SZ_22,300059.SZ,2018-03-08 16:00:00,2018-08-31 16:00:00,1090,2128,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,23,MEM_China_20160330_600036.SS_23,600036.SS,2016-03-30 16:00:00,2016-09-22 16:00:00,584,2836,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,24,MEM_China_20180426_600196.SS_24,600196.SS,2018-04-26 16:00:00,2018-10-19 16:00:00,1125,2079,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0003,2024-01-04 09:30:00,2024-01-04 16:00:00,2024-01-04 09:30:00 (Next Open),China,000858.SZ,25,MEM_China_20160525_600276.SS_25,600276.SS,2016-05-25 16:00:00,2016-11-17 16:00:00,624,2780,True,True,True,True,5a5e9bc55769d641,22a2f53edc140c51
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,1,MEM_Brazil_20180628_LREN3.SA_01,LREN3.SA,2018-06-28 16:00:00,2018-12-21 16:00:00,1170,2017,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,2,MEM_Brazil_20190611_MGLU3.SA_02,MGLU3.SA,2019-06-11 16:00:00,2019-12-04 16:00:00,1418,1669,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,3,MEM_Brazil_20140403_PETR4.SA_03,PETR4.SA,2014-04-03 16:00:00,2014-09-26 16:00:00,65,3564,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,4,MEM_Brazil_20190104_RADL3.SA_04,RADL3.SA,2019-01-04 16:00:00,2019-07-01 16:00:00,1306,1827,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,5,MEM_Brazil_20170330_RAIL3.SA_05,RAIL3.SA,2017-03-30 16:00:00,2017-09-22 16:00:00,845,2472,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,6,MEM_Brazil_20140530_RENT3.SA_06,RENT3.SA,2014-05-30 16:00:00,2014-11-24 16:00:00,106,3507,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,7,MEM_Brazil_20171002_SUZB3.SA_07,SUZB3.SA,2017-10-02 16:00:00,2018-03-27 16:00:00,977,2286,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,8,MEM_Brazil_20160414_TOTS3.SA_08,TOTS3.SA,2016-04-14 16:00:00,2016-10-07 16:00:00,595,2822,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,9,MEM_Brazil_20170925_VALE3.SA_09,VALE3.SA,2017-09-25 16:00:00,2018-03-20 16:00:00,972,2293,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,10,MEM_Brazil_20191007_WEGE3.SA_10,WEGE3.SA,2019-10-07 16:00:00,2020-03-31 16:00:00,1502,1551,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,11,MEM_Brazil_20191105_B3SA3.SA_11,B3SA3.SA,2019-11-05 16:00:00,2020-04-29 16:00:00,1523,1522,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,12,MEM_Brazil_20191209_EQTL3.SA_12,EQTL3.SA,2019-12-09 16:00:00,2020-06-02 16:00:00,1547,1488,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
QRY_0004,2024-01-05 09:30:00,2024-01-05 16:00:00,2024-01-05 09:30:00 (Next Open),Brazil,ITUB4.SA,13,MEM_Brazil_20160229_FLRY3.SA_13,FLRY3.SA,2016-02-29 16:00:00,2016-08-23 16:00:00,562,2867,True,True,True,True,5a5e9bc55769d641,8f679eab8cfe9c17
