date,ticker,market,outcome_future_63,tech_return_1d,tech_momentum_3d,tech_momentum_10d,tech_momentum_21d,tech_volatility_21d,tech_volume_sma_21d,tech_volume_ratio_21d,tech_volume_change_1d,tech_intraday_range_hl,tech_drawdown_from_peak_21d,tech_trend_slope_21d,tech_close_vs_sma_50,tech_close_vs_sma_150,tech_close_vs_sma_200,tech_sma_200_trend_20,tech_pct_above_52w_low,tech_pct_from_52w_high,tech_up_down_volume_ratio_50,tech_rsi_14,tech_atr_ratio_14,tech_macd_signal_diff,tech_bollinger_bandwidth_20,tech_historical_vol_ratio_63_21
2024-08-07,ADBE,US,-0.052957,-0.11521777,-0.8136963,-0.7562273,-1.3894845,-0.1840586,-0.43309703,-0.5708706,-0.3035646,0.86554307,-1.2560546,-1.3308709,-0.5888601,-0.90363467,-1.1032304,-0.68899065,-0.6294334,-1.2560546,-0.005749186,-1.4995933,0.51833326,-1.8582665,0.1688299,1.1365378
2024-09-12,ADBE,US,-0.062433,0.4642685,0.76132226,0.5876464,0.84616375,-0.63072413,-0.4355428,3.6598701,1.0583355,0.18935937,0.017896162,0.36533722,0.4516229,0.3306561,-0.17440377,-0.898533,-0.2614847,0.017896162,0.11843216,0.8828521,-0.06754999,0.3060004,-0.69907373,2.5843575
2024-10-17,ADBE,US,-0.121712,-0.61957043,-0.8523411,-0.43438625,-0.5551786,0.012065783,-0.42614082,-0.22965477,0.4447163,0.1570942,-1.5493448,-0.8773082,-1.3733789,-0.91103494,-1.160851,-1.521441,-0.71414286,-1.5493448,-1.1605219,-0.89308226,-0.028850645,0.39464557,-0.37504724,-0.08129364
2024-11-21,ADBE,US,-0.124772,0.4277496,0.18645917,-0.08042268,0.18327245,0.15472074,-0.4295142,-0.54713356,-0.013754731,0.5546387,-1.416412,0.60592484,-0.33803588,-0.8001085,-0.8971365,-1.6823606,-0.6757485,-1.416412,-1.7214531,0.2731441,0.35625488,0.26047283,0.18191363,-0.28583613
2024-12-30,ADBE,US,-0.134634,-0.1346874,-0.24796708,-0.9243247,-1.85882,1.5413278,-0.40982637,-0.6488595,0.10652445,-0.13856739,-2.4407437,-3.292541,-1.74784,-1.7504958,-1.5583519,-1.3718797,-0.9632192,-2.4407437,-1.4243604,-2.6686397,0.9935524,-1.509539,3.2522728,-1.0871954
2024-01-02,AMD,US,0.304445,-3.0115793,-1.6271154,-0.26915136,1.4139966,1.300928,0.09489663,0.007640086,-0.03807856,1.8614424,0.101252645,2.1042788,1.5714575,1.1051046,1.1003631,1.3602346,1.7038102,0.101252645,0.86862123,0.03588369,0.77098185,-0.09038686,1.9919757,-0.6171104
2024-02-07,AMD,US,-0.101322,0.83862066,-1.2281429,-0.899113,1.71769,1.5235679,0.3622875,-0.924049,-0.3273459,0.37067592,0.28266603,1.5997748,1.8549643,2.6638749,2.3510108,1.9866067,1.7214723,0.28266603,1.2981935,0.05674334,1.9016414,-1.2859541,1.6837294,-0.7369943
2024-03-14,AMD,US,-0.145194,-2.0152643,-1.8001169,-0.6817022,0.7817566,2.2761693,0.15888175,0.35468078,0.12774162,3.104181,-0.4156862,2.1180687,0.68202925,2.6114762,2.3566482,2.2937553,1.8555629,-0.4156862,0.037917692,0.12182471,2.245285,-1.0379932,2.6796427,-0.8685177
2024-04-19,AMD,US,0.062943,-2.741649,-3.1582284,-2.5671825,-2.4751976,1.0970833,0.07645866,0.3051721,0.3036184,2.5808964,-2.5359428,-2.577875,-2.927208,-0.51344424,-0.16921985,0.87474644,0.758668,-2.5359428,-1.2315686,-2.01606,2.0911758,-2.5575285,1.6265743,0.016650647
2024-05-24,AMD,US,-0.098401,1.7619363,0.19994323,1.413062,0.6805951,1.051229,-0.032348026,0.22029716,-0.5255315,1.4783608,-1.5015177,0.76299953,-0.19886844,0.049636476,0.5056038,0.5231946,0.7130484,-1.5015177,-0.6319245,0.6162372,0.856923,1.8194422,0.71348417,-0.17481688
2024-07-02,AMD,US,-0.027752,2.009219,0.7939113,0.43339834,-0.47546768,0.5320354,-0.018096091,0.2654179,0.07203999,1.7058028,-1.609052,-0.47797003,0.09604401,-0.5178669,0.037866298,0.7987504,0.66457325,-1.609052,0.046610158,0.1562989,0.9520303,0.1684774,-0.44514632,0.21074347
2024-08-07,AMD,US,0.100956,-0.6312479,-0.96359813,-2.0719671,-3.5350368,1.7938259,0.08109456,-0.27692378,-0.25246513,2.5850399,-3.4785707,-5.0,-3.0122516,-2.4413564,-1.8534501,0.5047221,-0.17818402,-3.4785707,-1.4310892,-1.8239433,3.3461251,-2.5431163,4.595477,-0.8655564
2024-09-12,AMD,US,-0.136765,0.23961948,2.603128,0.3115852,0.518804,1.4393911,-0.10421901,-0.60449564,-0.55073607,0.2306181,-2.319301,-0.9510667,-0.31287256,-1.234567,-1.0612477,0.10763089,0.3444013,-2.319301,-0.88542104,-0.378662,1.3159643,0.630765,0.8495198,-0.3105205
2024-10-17,AMD,US,-0.217408,-0.021754436,-1.7250084,-0.88729054,0.34530526,0.8630347,-0.14543918,-0.39041093,-0.12605634,0.31950966,-2.0318441,0.096257694,-0.07918466,-0.75727564,-0.96965486,-0.08359705,0.4739834,-2.0318441,0.72360593,-0.92273986,1.0077965,-1.8166109,0.2829646,0.07400297
2024-11-21,AMD,US,-0.238199,-0.099025376,-0.4136861,-1.5960122,-1.4875469,1.3361502,-0.13786985,-0.44140676,-0.069863014,1.1035262,-3.0159116,-1.9259257,-1.8638445,-1.5194924,-1.6882768,-1.3728886,-0.6138955,-3.0159116,-1.0986136,-0.75314337,0.6073153,-0.551931,1.3675172,-0.58938104
2024-12-30,AMD,US,-0.159098,-1.142155,-1.0104513,-0.79725844,-1.4928637,0.5510743,-0.12683368,-0.4326135,-0.16750728,-0.5355716,-3.8053691,-2.285333,-2.0419044,-2.1305473,-2.095426,-2.359725,-0.93947804,-3.8053691,-1.5193102,-1.2149454,1.0266962,0.3297831,1.6443439,-0.058328945
2024-01-02,AMGN,US,-0.070025,1.543586,1.0178816,1.1517953,0.92931587,-0.48522562,-0.43094367,0.6821673,0.9022747,1.506044,0.86003524,0.65206194,0.9890783,0.78600943,0.6624637,0.07512881,-0.097302355,0.86003524,-0.34403247,1.3814305,-0.4764167,0.92308074,-0.091104075,0.061182212
2024-02-07,AMGN,US,0.046785,-3.209128,-2.6134539,-0.7344823,-0.8640925,0.05851336,-0.42774647,3.924051,0.4108861,3.0673432,-0.12011084,0.3157382,-0.2121259,0.20813195,0.33435005,0.38142553,-0.113266245,-0.12011084,-0.26537824,-0.77831566,0.06613684,-0.92858434,-0.26485115,-0.865326
2024-03-14,AMGN,US,0.107093,-0.8542209,-0.51773024,-0.34154463,-0.97811335,-0.5751076,-0.428034,-0.37403506,0.39580053,0.1752125,-0.87878865,-0.85969585,-1.4431113,-0.72790384,-0.45314986,0.13328162,-0.34650797,-0.87878865,-1.6691092,-1.7562827,-0.24606536,-0.012609395,-0.5021547,0.4639293
2024-04-19,AMGN,US,0.258157,1.0994685,0.2610659,-0.2637619,-0.47037333,-0.4670921,-0.43318132,1.0082186,0.5897541,0.6666759,-0.9686518,-1.0442101,-0.7719447,-0.8898462,-0.7000143,0.05762195,-0.37413475,-0.9686518,-1.6423224,-1.4166228,-0.29975533,-0.15006277,-0.11473404,-0.009555083
2024-05-24,AMGN,US,0.075907,-0.16573949,-0.9550273,-0.31659624,1.409668,1.1501188,-0.42813665,-0.3266439,0.057856336,-0.70347,0.37696826,1.4184561,0.7734793,0.09166597,0.049339928,0.3250408,0.039551705,0.37696826,0.039270125,0.26743305,-0.38375142,-0.41187617,1.031623,-1.2307857
2024-07-02,AMGN,US,0.037907,-0.097661935,-0.38235784,0.21937664,-0.10059417,-0.6432981,-0.431935,-0.7608412,-0.22681144,-0.46096817,0.54791445,0.20077801,0.09458156,0.0047321725,-0.01195875,0.040378813,0.0257427,0.54791445,0.022921532,0.49969438,-0.27148643,-0.01700598,-0.50743246,1.8097523
2024-08-07,AMGN,US,0.028842,-2.5240276,-2.0146508,-1.3679906,-0.41943303,-0.17719889,-0.43389744,2.3057542,0.8860894,2.0089889,0.085451536,-0.25969818,-0.56931925,-0.22002995,-0.17208494,0.14445758,-0.3772499,0.085451536,-0.308177,-1.4774641,0.36360303,-1.3463002,-0.6489388,-0.77914476
2024-09-12,AMGN,US,-0.165011,-0.04769234,0.27047673,-0.17029786,0.035275783,-0.7167114,-0.43817785,-0.12277709,-0.16440152,-0.2829145,0.7348145,-0.030877803,-0.17956802,0.20163754,0.07866116,0.1888267,-0.27567956,0.7348145,0.5833883,0.14124517,-0.40433794,-0.036039844,-0.95094264,0.5135054
2024-10-17,AMGN,US,-0.137934,-0.105597794,-0.40686718,0.006102034,-0.7043346,-0.16949336,-0.43527156,-0.4079487,-0.17385809,-0.36415198,0.33254713,-0.5140132,-0.5465552,-0.25838143,-0.28958958,-0.09115237,-0.35357612,0.33254713,-0.07160184,-0.459002,-0.6616005,0.13834296,-0.51608485,-0.5789109
2024-11-21,AMGN,US,0.065385,0.2878848,1.0790063,-1.7646158,-1.145754,0.30840534,-0.42814988,0.49355277,-0.36301884,0.11356011,-0.62421465,-1.69207,-1.478502,-1.1940222,-0.9648743,-0.73762995,-0.7175741,-0.62421465,-0.49331892,-1.4913696,0.56149054,-1.3947444,1.0604537,-0.9766499
2024-12-30,AMGN,US,0.188468,-0.68818295,-0.68826836,-0.9093781,-1.1710432,-0.6523859,-0.41861433,-0.5017855,0.3569143,-0.70146513,-1.6379341,-1.1854297,-1.8477296,-1.9221395,-1.6503708,-0.8554101,-0.9863107,-1.6379341,-1.0097915,-2.1446476,-0.3095545,0.30983028,-0.18424945,0.8670674
2024-01-02,AMZN,US,0.216635,-0.7115597,-0.76584375,-0.20417689,0.020379592,-0.51881,-0.05422081,0.012887527,0.1176844,0.28465092,0.5620877,0.49283582,0.27155903,0.23512836,0.46630844,1.0922678,0.77452517,0.5620877,0.17661333,0.3390008,-0.46639726,-0.4245904,-0.34069794,1.0457603
2024-02-07,AMZN,US,0.102445,0.34242404,-0.32723582,1.2778089,1.4134294,0.27817205,-0.026076797,-0.13265981,0.03189901,-0.72973955,0.7774282,1.0152665,1.2485446,1.0991627,1.096499,1.0506293,0.9423194,0.7774282,0.2082842,1.1464397,-0.10027599,1.2330095,0.56597245,-0.91656584
2024-03-14,AMZN,US,0.02842,0.55163264,1.064862,-0.008632213,0.4196946,-0.32656586,-0.10658048,0.14526671,0.36942148,-0.3474123,0.86003524,0.27711403,0.802721,1.0915971,1.0098934,1.1276115,0.8948652,0.86003524,0.15588062,0.10896939,-0.46829373,-0.33295777,-0.5283769,0.15483776
2024-04-19,AMZN,US,0.045353,-1.3217504,-1.5122334,-1.1567765,-0.5257638,-0.5338756,-0.14412782,1.1221354,0.8069492,0.6326052,0.014280257,0.025908627,-0.56252897,0.4134673,0.43308794,0.79075676,0.5695142,0.014280257,-0.5798672,-1.0271238,-0.063651085,-1.1550028,-0.5167679,0.70672995
2024-05-24,AMZN,US,-0.029046,-0.14128807,-0.49492764,-0.8087166,0.19215466,-0.21928465,-0.07204002,-0.81189245,-0.2876681,-0.69889784,0.348053,-0.09785901,-0.45110688,0.2248399,0.3766738,0.6244117,0.26057008,0.348053,-0.36873415,-2.0495794,-0.4846762,-0.7103406,-0.45427418,-0.60865635
2024-07-02,AMZN,US,-0.07435,0.6400946,0.21603355,1.2697277,1.2924526,-0.23078208,-0.087310694,0.11909435,0.028828584,0.010852197,0.86003524,0.7494181,0.8164335,0.71172994,0.88831335,0.551551,0.4841063,0.86003524,0.116552815,0.6909391,-0.11367091,1.1742243,0.07182003,-0.35609317
2024-08-07,AMZN,US,0.225656,0.19601314,-1.0124819,-1.8941904,-2.467439,0.6924611,-0.026925022,-0.07749571,-0.29684094,1.0283909,-1.2040092,-2.4168437,-2.0906773,-1.3038896,-0.95592177,0.55179155,-0.20555538,-1.2040092,-0.9025931,-1.6335531,1.8469201,-2.6581187,1.4496416,-1.049296
2024-09-12,AMZN,US,0.231337,0.6027131,1.8552493,1.4096297,0.87711346,0.29466227,-0.16418178,-0.031538703,-0.31792185,-0.10930475,0.13931054,0.076561384,0.17279409,-0.34428343,-0.1821735,0.087494664,0.24328966,0.13931054,-0.9163809,0.3899258,0.16955474,1.3264394,-0.31875253,-0.23223528
2024-10-17,AMZN,US,0.230257,0.10913025,-0.107850656,0.31972715,-0.22141257,-0.4248737,-0.14993575,-0.6253392,-0.014162337,-0.44337517,0.16869387,-0.5775344,0.12320019,-0.4268304,-0.35747156,0.09853571,0.25310755,0.16869387,0.54961014,-0.3768094,-0.43537733,-0.13752335,-0.47473812,1.1321397
2024-11-21,AMZN,US,0.080502,-1.1527005,-0.59446704,-1.1423054,0.5864388,0.5372707,-0.05917962,0.55451083,0.7761429,1.1104565,0.04590864,0.9834039,0.047235228,-0.08308435,-0.157019,0.17667307,-0.180333,0.04590864,0.06487747,-0.2983157,0.31118166,-0.80964094,0.6449776,-0.8647643
2024-12-30,AMZN,US,-0.114279,-0.5992365,-1.1098115,-0.6591452,0.60567236,-0.02084493,-0.1428108,-0.4716549,-0.049611617,-0.1122681,0.30641755,0.40312594,0.44966444,0.60379326,0.44067317,0.33988106,0.16977268,0.30641755,0.6752932,-0.66809934,0.00012505236,-0.98441315,-0.19333111,-0.13922597
2024-01-02,AVGO,US,0.261323,-1.4224857,-1.1805366,-0.790915,1.8181494,0.73987556,-0.06416056,-0.77590907,0.35000327,0.040843025,0.3126009,2.4903884,1.3114116,1.1458143,1.4472868,1.699549,1.2216469,0.3126009,0.7862084,0.4976394,0.16355434,-0.5343538,2.819666,-0.75131565
2024-02-07,AVGO,US,0.058831,1.327309,0.6863726,-0.15648624,1.7193629,0.26085523,-0.22568971,-0.07983112,-0.06976227,0.25057054,0.86003524,1.2931947,1.6614847,2.0294118,2.0783367,2.0343566,1.7217071,0.86003524,1.0589521,0.73666364,0.428484,-0.033887338,0.96122277,-0.15566723
2024-03-14,AVGO,US,0.3358,0.11275077,-0.8138599,-0.6982931,-0.19075824,1.3457433,-0.1703068,0.29408085,-0.08202705,-0.1463834,-0.28060123,0.38676548,0.013190134,1.3367013,1.3060619,2.2191505,1.432232,-0.28060123,0.7226105,-0.57537097,1.2826955,-1.7975383,0.60989267,-1.0436909
2024-04-19,AVGO,US,0.341164,-2.1843019,-2.8812811,-1.9061911,-0.95409423,0.7369399,-0.22126953,1.336705,0.7821931,1.9635772,-0.69377494,-0.8980377,-1.4091595,0.23135445,0.43663427,1.2981732,1.2389666,-0.69377494,-0.5661649,-1.4608608,1.4183042,-2.0161414,0.019465566,-0.3547436
2024-05-24,AVGO,US,0.137394,0.45500568,0.076876365,0.7556331,0.7479247,0.46723357,-0.2715779,-0.45353115,-0.5887205,-0.4675578,0.64131033,1.007576,0.5460365,1.0088489,1.2926583,1.0634669,1.1425331,0.64131033,-0.23860547,0.75849867,0.11258336,0.6253157,0.75191176,0.076915234
2024-07-02,AVGO,US,0.013713,0.4413443,1.2175704,-1.7408613,2.6923015,1.8681264,-0.011763372,-0.7832209,-0.4318761,0.0071049896,-0.14715958,2.053317,1.8569368,1.8131665,2.1223419,1.9715772,1.3756969,-0.14715958,0.31168476,0.5621972,1.63509,-0.73281175,3.0795293,-0.9387031
2024-08-07,AVGO,US,0.28034,-2.6791186,-1.66329,-1.8891749,-2.8275635,2.614328,-0.1765259,-0.18260355,0.13204621,5.0,-1.9400278,-3.0499175,-2.143398,-0.65243065,-0.17990087,1.6779479,0.5582234,-1.9400278,-0.7887794,-1.262268,3.9195573,-2.6500204,2.0381932,-0.8614827
2024-09-12,AVGO,US,0.116933,1.898887,4.8938465,0.48468828,0.3466373,2.153933,-0.20883295,1.069995,0.017367218,2.3523283,-0.21941476,-1.3856007,0.24231032,0.55390507,0.79322404,1.3897101,1.3427516,-0.21941476,-0.849664,-0.2403125,2.317278,0.022584142,1.2964216,-0.20795025
2024-10-17,AVGO,US,0.32735,1.253068,-0.23316485,0.7518976,1.2094945,0.365283,-0.24005058,0.011385502,0.62002504,0.2806286,0.5964728,0.54759926,1.0247848,1.0249907,1.1068089,1.3923934,1.7175684,0.5964728,1.1009715,0.29169297,0.7923209,-0.26674575,-0.008712255,1.6052414
2024-11-21,AVGO,US,0.30237,0.14866616,-0.41598675,-2.0337954,-0.9456205,0.35382533,-0.2926385,0.65831625,0.39541334,0.84392476,-0.45240697,-0.7967835,-1.1526846,-0.32012346,-0.107078694,0.7841167,0.85956943,-0.45240697,-0.26080063,-0.72479814,0.559828,-1.6188083,0.41092557,0.527178
2024-12-30,AVGO,US,-0.267295,-1.3173743,-0.61362606,0.6616203,5.0,4.6002283,-0.068290316,-0.8314745,-0.16048798,0.5335328,0.248471,4.478067,3.4411163,2.5975738,2.5755775,1.3548254,1.8204452,0.248471,0.04736483,0.77809876,3.3001184,1.9684646,5.0,-1.2957104
2024-01-02,CRM,US,0.191341,-1.3724626,-1.2838887,-0.55442697,-0.09221861,-0.17778127,-0.40007985,-0.48876926,0.21601015,0.27782613,0.39867112,0.50470734,1.0524155,0.6991994,0.6239285,0.9164973,1.0579661,0.39867112,1.3577982,0.020947073,-0.4815838,-1.0623446,-0.1867157,0.1071472
2024-02-07,CRM,US,-0.03291,0.45934498,0.22390582,0.53324777,0.9803587,-0.47571045,-0.40739813,-0.6682866,-0.23889576,-0.4268517,0.86003524,0.7683133,0.9289788,1.4237561,1.2492245,0.830234,0.7377069,0.86003524,2.6029794,0.76097035,-0.41203576,-0.061590724,-0.17634387,0.8027314
2024-03-14,CRM,US,-0.244923,-0.27959865,-0.3276281,-0.48005807,0.6606468,0.17268933,-0.39276782,-0.6587864,-0.22858931,0.15688151,0.39941844,0.60560036,0.49728128,1.3897513,1.2324724,0.98017746,0.45710084,0.39941844,0.89956284,0.25800464,0.22600783,-0.4412742,0.006787098,-0.81851065
2024-04-19,CRM,US,-0.058788,-0.34054482,-0.8589578,-1.9721613,-1.6752565,0.21288808,-0.40848017,-0.11415984,-0.27206665,-0.39874136,-0.75505507,-1.741943,-1.6186153,-0.19383095,-0.05266296,0.6689384,-0.07585363,-0.75505507,-0.8861828,-1.8932488,0.48045683,-2.2103755,0.7587194,-0.5537122
2024-05-24,CRM,US,-0.024228,-1.170591,-1.305149,-0.46825832,-0.3283103,-0.35317445,-0.41802028,2.1826892,0.4840252,0.085053325,-0.6877832,0.30280566,-1.072627,-0.5118148,-0.20620078,0.12606768,-0.14357513,-0.6877832,-1.1113644,-0.57714903,-0.29635605,0.22118734,-0.4324481,0.3466239
2024-07-02,CRM,US,0.06061,-0.06347,0.2855169,1.6930147,0.8090341,0.045384265,-0.36665243,-1.0316421,-0.22473818,-0.5333983,-1.2518808,0.61417073,-0.5635951,-1.148292,-0.73559296,-0.3585619,-0.32552367,-1.2518808,-0.16598049,0.5381814,0.048914358,2.4200878,0.32319918,1.7426534
2024-08-07,CRM,US,0.241281,0.2752159,-0.58404183,-0.86126757,-0.8735921,-0.021829054,-0.40567937,-0.56401825,-0.40145928,0.41832292,-1.8046389,-0.5892305,-0.77623594,-1.6092738,-1.294441,-0.037834413,-0.50381464,-1.8046389,-0.4709906,-0.7319702,0.8345667,-1.3559568,-0.08188113,1.8556703
2024-09-12,CRM,US,0.40272,0.690725,0.8121437,-0.562057,-0.34870344,-0.43295258,-0.40290684,-0.22696908,0.0021051196,-0.28629613,-1.3368669,-1.058922,-0.38782495,-1.1277878,-1.0860599,-0.11693733,-0.35293576,-1.3368669,-1.1443931,-0.7566858,0.19354145,-0.52470577,0.041817788,0.47607407
2024-10-17,CRM,US,0.124018,-0.017274095,-0.16016902,0.41642818,1.5261298,-0.02563364,-0.40435758,-1.048759,-0.29488435,-0.7461531,0.0035282401,0.95815647,0.99254143,0.12979503,-0.19328986,-0.42916113,0.07940596,0.0035282401,0.09591913,0.55727345,-0.33713412,0.118532926,0.16479535,-0.4453475
2024-11-21,CRM,US,-0.083684,1.4655365,1.1390152,1.1652198,1.8500168,0.29230297,-0.40360343,0.93693984,1.2415496,1.35616,0.66697603,1.627205,1.700532,1.400469,0.79332834,-0.23734239,0.20139676,0.66697603,2.3174207,1.2111244,0.5498178,0.06110196,1.5232937,-0.7955906
2024-12-30,CRM,US,-0.191219,-0.4542244,-0.85457754,-1.0705736,-0.07168051,1.056381,-0.38938248,-1.1327033,-0.023134511,-0.19818777,-0.09685717,-0.418421,0.013431437,0.9944464,0.6214112,-0.06566292,0.20489366,-0.09685717,0.46169177,-1.1522771,0.22362253,-1.4809476,0.08672112,-0.92743737
2024-01-02,GOOGL,US,0.121227,-0.5958667,-0.5711196,0.5130608,0.21337925,-0.15335989,-0.19052732,-0.48825544,0.20140591,-0.056040708,0.59756315,0.7354894,0.1196526,-0.15271677,0.009075218,0.68897444,0.32959065,0.59756315,-0.20833226,0.71800286,-0.4635119,0.38226917,0.030985346,0.043006092
2024-02-07,GOOGL,US,0.163804,0.43284222,0.55199504,-0.56021214,0.28099677,0.2031479,-0.18442571,-0.42590714,-0.23380321,-0.7140516,0.28436205,0.074404806,0.21605684,0.06306644,0.10958257,0.5497212,0.39602968,0.28436205,0.39292327,-0.11306758,-0.032830913,-0.8196564,-0.039581884,-0.8400749
