date,market,seed,P0,P1,P2,P3,P4,P5,P6,diff_P0_minus_P1,diff_P0_minus_P2,diff_P0_minus_P3,diff_P0_minus_P4,diff_P0_minus_P5,diff_P0_minus_P6
2024-01-02,UK,37,0.008214,-0.004732,-0.015596,-0.003534,0.016018,-0.004786,-0.004435,0.012946000000000001,0.02381,0.011748000000000001,-0.007804,0.013000000000000001,0.012649
2024-01-02,US,7,0.011486,-0.003308,0.00266,0.01276,0.020574,0.010659,-0.004545,0.014794,0.008826,-0.0012740000000000008,-0.009087999999999999,0.0008269999999999996,0.016031
2024-01-02,US,17,-0.014362,-0.007885,0.007907,0.01006,0.005325,-0.013918,-0.003471,-0.006477,-0.022269,-0.024422,-0.019687,-0.00044399999999999995,-0.010891
2024-01-02,US,37,0.001014,0.010982,-0.001239,0.007428,-0.010654,-0.013752,0.007525,-0.009968000000000001,0.002253,-0.0064139999999999996,0.011668,0.014766,-0.006510999999999999
2024-01-03,Brazil,7,-0.015389,0.008833,-0.002489,0.02379,0.016729,-0.011095,0.010016,-0.024222,-0.0129,-0.039179,-0.032118,-0.004293999999999999,-0.025405
2024-01-03,Brazil,17,-0.01039,0.005028,0.020655,0.005213,-0.009244,0.021406,0.021739,-0.015418000000000001,-0.031045,-0.015602999999999999,-0.0011459999999999994,-0.031796000000000005,-0.032129000000000005
2024-01-03,Brazil,37,-0.005315,0.010822,-0.001384,0.006059,-0.006876,0.017117,0.009376,-0.016137,-0.0039310000000000005,-0.011374,0.0015609999999999999,-0.022432,-0.014691000000000001
2024-01-03,China,7,-0.011497,0.02015,-0.007805,0.012606,-0.003998,0.010144,-0.012814,-0.031647,-0.003692,-0.024103,-0.0074990000000000005,-0.021641,0.0013170000000000005
2024-01-03,China,17,-0.001466,0.018696,0.008024,-0.004713,0.017843,0.016603,-0.005826,-0.020162,-0.00949,0.003247,-0.019309,-0.018068999999999998,0.004359999999999999
2024-01-03,China,37,0.03979,0.011655,-0.00711,0.016813,0.015852,0.027138,-0.006248,0.028135,0.0469,0.022976999999999997,0.023937999999999997,0.012652,0.046037999999999996
2024-01-03,France,7,0.001772,0.009669,-0.012471,0.005421,0.013716,0.022744,0.000768,-0.007897000000000001,0.014242999999999999,-0.0036489999999999995,-0.011944000000000001,-0.020972,0.001004
2024-01-03,France,17,-0.006618,-0.010723,-0.016321,-0.003518,-0.008373,-0.001143,-0.001554,0.004105,0.009703,-0.0031,0.0017550000000000005,-0.005475,-0.005064
2024-01-03,France,37,-0.010392,0.016242,0.011545,-0.013366,0.005169,-0.002144,0.007567,-0.026633999999999998,-0.021936999999999998,0.002973999999999999,-0.015561,-0.008248,-0.017959
2024-01-03,India,7,-0.002861,-0.000127,0.011761,0.011256,-0.000227,-0.007994,0.014287,-0.002734,-0.014622,-0.014117000000000001,-0.002634,0.0051329999999999995,-0.017148
2024-01-03,India,17,-0.009693,0.009779,0.000677,-0.009074,0.021986,0.014432,0.019402,-0.019472,-0.01037,-0.0006189999999999998,-0.031679,-0.024125,-0.029095
2024-01-03,India,37,0.00739,0.003824,0.003352,-5.3e-05,-0.002771,-0.02145,0.001961,0.0035659999999999997,0.004038,0.007443,0.010161,0.02884,0.005429
2024-01-03,UK,7,-0.000909,-0.00176,-0.014277,0.011834,-0.002609,-0.011788,-6.8e-05,0.0008510000000000001,0.013368,-0.012743,0.0017000000000000001,0.010879,-0.000841
2024-01-03,UK,17,-0.011843,-0.008634,0.005755,-0.00543,0.010111,-0.000549,0.000346,-0.003209,-0.017598,-0.006412999999999999,-0.021954,-0.011293999999999998,-0.012189
2024-01-03,UK,37,-0.006599,-0.00647,-0.029721,-0.009052,-0.010957,0.011339,-0.010702,-0.00012899999999999977,0.023122,0.0024529999999999995,0.004358,-0.017938,0.004103
2024-01-03,US,7,-0.010457,0.001756,0.014454,-0.010217,0.013437,0.016736,-0.008514,-0.012213,-0.024911,-0.0002399999999999989,-0.023894,-0.027193000000000002,-0.0019429999999999985
2024-01-03,US,17,0.008913,-0.000196,0.000447,-0.003393,0.009067,0.004084,0.004014,0.009109,0.008466000000000001,0.012306000000000001,-0.00015399999999999962,0.004829000000000001,0.004899000000000001
2024-01-03,US,37,0.002258,0.012456,-0.00407,0.0077,-0.005383,-0.00596,-0.000899,-0.010198,0.006328,-0.005442000000000001,0.007641,0.008218,0.003157
2024-01-04,Brazil,7,0.002559,-0.004526,0.00233,0.013481,0.009741,-0.013048,0.016929,0.007084999999999999,0.00022900000000000004,-0.010922,-0.007181999999999999,0.015607000000000001,-0.014369999999999999
2024-01-04,Brazil,17,-0.008774,-0.014241,0.002538,-0.019171,0.013949,-0.004368,-0.002501,0.005467,-0.011312000000000001,0.010397,-0.022723,-0.004406,-0.006273000000000001
2024-01-04,Brazil,37,-0.005751,0.018332,-0.010421,0.014442,-0.004929,-0.011952,0.003052,-0.024083,0.00467,-0.020193,-0.0008219999999999998,0.006201000000000001,-0.008803
2024-01-04,China,7,-0.014449,-0.016791,-0.001934,0.001205,-1.7e-05,-0.020525,0.011556,0.0023420000000000003,-0.012515,-0.015654,-0.014432,0.0060760000000000015,-0.026005
2024-01-04,China,17,-0.000309,0.014028,0.001007,0.008253,-0.004026,-0.022637,0.002592,-0.014337,-0.0013160000000000001,-0.008562,0.0037170000000000003,0.022328,-0.002901
2024-01-04,China,37,-0.01395,0.016618,0.002834,-3.3e-05,0.008315,-0.007323,0.016,-0.030568,-0.016784,-0.013917,-0.022265,-0.006627000000000001,-0.02995
2024-01-04,France,7,-0.008042,0.004074,0.012404,0.005925,0.007748,0.002778,0.014871,-0.012116000000000002,-0.020446,-0.013967,-0.01579,-0.01082,-0.022913000000000003
2024-01-04,France,17,-0.008184,-0.002737,0.007189,0.004651,-0.01428,-0.008774,-0.005026,-0.0054470000000000005,-0.015373000000000001,-0.012835,0.006095999999999999,0.0005900000000000002,-0.003158
2024-01-04,France,37,-0.00774,-0.00588,-0.002848,-0.00393,-0.000997,-0.002959,-0.005765,-0.0018600000000000005,-0.0048920000000000005,-0.00381,-0.006743000000000001,-0.0047810000000000005,-0.001975
2024-01-04,India,7,0.003201,-0.013471,0.000234,-0.009675,-0.000655,-0.009012,0.007794,0.016672,0.002967,0.012875999999999999,0.003856,0.012212999999999998,-0.004593
2024-01-04,India,17,-0.010331,-0.005526,-0.008191,0.003631,-0.018094,0.002652,-0.011922,-0.004805,-0.0021399999999999995,-0.013962,0.007762999999999999,-0.012983,0.0015910000000000004
2024-01-04,India,37,0.007625,0.02247,0.009114,0.023154,0.005342,0.012959,0.007555,-0.014845,-0.0014890000000000007,-0.015529000000000001,0.0022829999999999994,-0.005334,6.999999999999975e-05
2024-01-04,UK,7,0.004738,-0.00126,-0.002918,0.00975,0.001876,0.008588,0.005553,0.005998,0.007656,-0.005012,0.002862,-0.00385,-0.0008149999999999998
2024-01-04,UK,17,0.008501,-0.005137,0.012173,-0.00459,0.015407,-0.00205,0.011411,0.013638,-0.003672,0.013091,-0.006906000000000001,0.010551,-0.0029099999999999994
2024-01-04,UK,37,-0.02034,0.008876,-0.012186,0.0022,-0.018926,-0.012121,0.002261,-0.029216,-0.008154,-0.02254,-0.001414000000000002,-0.008219,-0.022601
2024-01-04,US,7,-0.000645,0.003491,-0.008355,0.018883,0.011209,-0.007132,-0.00837,-0.004136,0.00771,-0.019528,-0.011854,0.006487000000000001,0.007725000000000001
2024-01-04,US,17,0.009964,0.009708,0.010283,-0.014727,-0.003362,-0.004508,0.013388,0.000256000000000001,-0.00031899999999999984,0.024691,0.013326000000000001,0.014472,-0.003424
2024-01-04,US,37,-0.001722,0.01135,0.018992,0.012644,0.011533,0.005581,0.007534,-0.013072,-0.020714,-0.014366,-0.013255,-0.0073030000000000005,-0.009256
2024-01-05,Brazil,7,0.003596,0.006788,0.001999,0.002852,-0.001141,0.01441,-0.021427,-0.003192,0.001597,0.0007439999999999999,0.004737,-0.010813999999999999,0.025023
2024-01-05,Brazil,17,-0.003194,0.010189,0.007183,0.022055,-0.000623,0.021481,0.027024,-0.013382999999999999,-0.010377,-0.025249,-0.002571,-0.024675,-0.030218
2024-01-05,Brazil,37,0.018715,-0.017135,0.022966,-0.00019,-0.009779,-0.006167,-0.001934,0.03585,-0.004251000000000001,0.018904999999999998,0.028494,0.024881999999999998,0.020649
2024-01-05,China,7,0.024385,0.019706,-0.004366,0.024264,-0.004537,0.011188,-0.002787,0.004678999999999999,0.028751,0.00012099999999999958,0.028922,0.013197,0.027172
2024-01-05,China,17,-0.014867,-0.00622,-0.011112,0.015543,-0.006096,-0.019376,-0.000496,-0.008647,-0.0037549999999999997,-0.03041,-0.008771000000000001,0.004509000000000001,-0.014371
2024-01-05,China,37,-0.025273,0.011354,0.011825,0.010641,0.020975,0.011465,0.009935,-0.036627,-0.037098,-0.035914,-0.046248,-0.036738,-0.035208
2024-01-05,France,7,-0.005222,-0.007089,-0.001093,0.016632,0.002412,-0.004109,-0.004019,0.0018669999999999997,-0.004129,-0.021854000000000002,-0.007634,-0.0011130000000000003,-0.001203
2024-01-05,France,17,0.013636,-0.006772,0.008452,-0.009079,-0.01347,-0.002814,-0.001221,0.020408000000000003,0.005184000000000001,0.022715,0.027105999999999998,0.01645,0.014857
2024-01-05,France,37,-0.007102,-0.002091,-0.006168,0.006873,-0.010359,-0.012361,0.007651,-0.005011,-0.0009339999999999999,-0.013975,0.0032570000000000003,0.005259000000000001,-0.014752999999999999
2024-01-05,India,7,-0.001452,0.006833,0.009465,0.003839,-0.02676,-0.001835,-0.002883,-0.008284999999999999,-0.010917,-0.005291,0.025308,0.0003830000000000001,0.0014310000000000002
2024-01-05,India,17,0.018058,0.004037,0.007182,-0.008382,0.002792,0.018494,-0.020625,0.014021000000000002,0.010876,0.02644,0.015266000000000002,-0.0004359999999999989,0.038683
2024-01-05,India,37,0.012718,-0.006925,0.006432,-0.018288,-0.017175,-0.008086,-0.006241,0.019643,0.006286,0.031006,0.029893,0.020804,0.018959
2024-01-05,UK,7,-0.003607,-0.000525,0.006326,0.002225,0.000882,-0.002378,0.001861,-0.003082,-0.009933,-0.005832,-0.004489,-0.001229,-0.005468
2024-01-05,UK,17,0.00498,-0.005837,-0.001315,0.016016,0.011701,0.005992,-0.002849,0.010817,0.006295,-0.011035999999999999,-0.0067209999999999995,-0.0010119999999999999,0.007829
2024-01-05,UK,37,0.010125,0.001422,0.020455,-0.007202,0.00988,0.004613,-0.00983,0.008703,-0.01033,0.017327000000000002,0.0002450000000000004,0.005512,0.019955
2024-01-05,US,7,-0.004725,-0.009524,-0.01573,-0.007826,0.002873,0.009059,0.001231,0.0047989999999999994,0.011005000000000001,0.0031009999999999996,-0.007598000000000001,-0.013784,-0.005956
2024-01-05,US,17,1.5e-05,0.004604,-0.00195,0.010294,0.00568,-0.003532,-0.005044,-0.004588999999999999,0.0019649999999999997,-0.010279,-0.005665,0.003547,0.005059
2024-01-05,US,37,0.010126,0.011553,0.019898,0.004468,-0.003687,0.009784,0.004438,-0.0014270000000000012,-0.009772,0.005658,0.013812999999999999,0.0003420000000000003,0.0056879999999999995
2024-01-08,Brazil,7,0.016176,-0.002497,0.018842,8.3e-05,0.013059,-0.012501,0.011024,0.018673,-0.0026660000000000017,0.016093,0.003117,0.028677,0.005151999999999999
2024-01-08,Brazil,17,0.003836,-0.009211,0.008404,-0.004164,0.025656,0.003505,-0.000115,0.013047,-0.004568,0.008,-0.021820000000000003,0.00033100000000000013,0.003951
2024-01-08,Brazil,37,0.004298,-0.015713,0.01637,0.010163,-0.002467,-0.001945,-0.010117,0.020011,-0.012072,-0.005865,0.006765,0.006242999999999999,0.014414999999999999
2024-01-08,China,7,-0.007409,0.012032,0.009625,0.006967,0.01356,-0.013362,0.024583,-0.019441,-0.017034,-0.014376,-0.020968999999999998,0.005953000000000001,-0.031992
2024-01-08,China,17,-0.009672,-0.00763,-0.011649,-0.002416,-0.006022,-0.019271,0.003021,-0.0020420000000000004,0.0019769999999999996,-0.007256,-0.0036500000000000005,0.009599,-0.012693
2024-01-08,China,37,0.00621,0.008433,-0.00542,-0.00878,-0.005037,0.015245,0.003857,-0.0022229999999999993,0.011630000000000001,0.01499,0.011247,-0.009035,0.002353
2024-01-08,France,7,-0.007347,-0.004445,0.003379,-0.008364,-0.004766,-0.005991,0.002476,-0.002902,-0.010726,0.0010169999999999997,-0.002581,-0.0013560000000000004,-0.009823
2024-01-08,France,17,-0.011231,-0.006108,-0.008425,-0.00062,0.001591,-0.00691,-0.009362,-0.005123,-0.0028059999999999995,-0.010610999999999999,-0.012822,-0.004320999999999999,-0.0018689999999999991
2024-01-08,France,37,0.008861,0.014909,0.010469,0.003198,0.000297,-0.00204,0.005814,-0.0060479999999999996,-0.0016079999999999983,0.005663000000000001,0.008564,0.010901000000000001,0.003047000000000001
2024-01-08,India,7,-0.006335,0.004711,0.000526,0.010445,-0.009737,0.006108,0.004455,-0.011046,-0.006861000000000001,-0.01678,0.0034020000000000005,-0.012443,-0.010790000000000001
2024-01-08,India,17,0.021495,0.007907,0.016768,0.021011,0.009964,-0.004264,0.008935,0.013588,0.0047269999999999986,0.0004840000000000018,0.011531,0.025759,0.01256
2024-01-08,India,37,0.027465,-0.006497,0.011452,0.015868,0.003256,-0.001798,0.014701,0.033962,0.016013,0.011597,0.024209,0.029263,0.012764
2024-01-08,UK,7,0.010484,0.005705,0.016202,0.003472,-0.00966,-0.00807,0.003478,0.004779,-0.005718000000000001,0.007012000000000001,0.020144000000000002,0.018554,0.007006
2024-01-08,UK,17,0.012934,0.001028,-0.000575,0.001798,0.004364,-0.000544,0.003332,0.011906,0.013509,0.011136,0.00857,0.013477999999999999,0.009602
2024-01-08,UK,37,0.004067,-0.015959,-0.01345,0.007693,0.000581,0.006171,-0.012942,0.020026000000000002,0.017517,-0.003626,0.0034860000000000004,-0.002104,0.017009
2024-01-08,US,7,-0.010914,0.00513,-0.015862,-0.001448,-0.002572,0.002956,-0.004698,-0.016044,0.004948000000000001,-0.009466,-0.008342,-0.01387,-0.006216
2024-01-08,US,17,-0.005582,0.017134,-0.003814,-0.005524,-0.008601,-0.010423,-0.005594,-0.022716,-0.001768,-5.799999999999989e-05,0.003018999999999999,0.004841,1.1999999999999858e-05
2024-01-08,US,37,-0.002267,0.010769,-0.012326,-0.01091,-0.013438,-0.007238,0.004646,-0.013036,0.010059,0.008643,0.011171,0.004971,-0.006913
2024-01-09,Brazil,7,0.023242,0.022849,0.010377,-0.003204,0.011338,-0.015435,-0.001321,0.0003929999999999975,0.012864999999999998,0.026445999999999997,0.011903999999999998,0.038677,0.024562999999999998
2024-01-09,Brazil,17,0.00734,-0.013254,-0.012756,-0.000103,0.00607,-0.010287,0.006889,0.020594,0.020096,0.007443,0.0012700000000000003,0.017627,0.000451
2024-01-09,Brazil,37,0.002238,-0.004638,0.01106,-0.006213,-0.000791,-0.007842,-0.004699,0.006876,-0.008822,0.008451,0.003029,0.01008,0.0069370000000000005
2024-01-09,China,7,0.007653,-0.007975,0.00796,0.012396,-0.008571,-0.013555,-0.004429,0.015628,-0.000307,-0.004743000000000001,0.016224000000000002,0.021207999999999998,0.012081999999999999
2024-01-09,China,17,0.011107,0.007469,-0.00263,-0.001746,-0.00226,0.017142,0.02818,0.0036380000000000006,0.013737000000000001,0.012853,0.013367,-0.006035,-0.017072999999999998
2024-01-09,China,37,-0.004361,0.010066,0.016947,-0.007036,-0.018202,0.003162,-0.014083,-0.014427,-0.021308,0.0026749999999999994,0.013841,-0.007523,0.009722
2024-01-09,France,7,0.003584,0.010224,-0.000691,0.008375,0.000746,-0.000322,-0.004659,-0.00664,0.004275,-0.004791,0.002838,0.0039059999999999997,0.008243
2024-01-09,France,17,-0.010407,0.011958,0.005646,-6e-06,0.002063,-0.023336,-0.010414,-0.022365,-0.016052999999999998,-0.010400999999999999,-0.01247,0.012929,7.000000000000062e-06
2024-01-09,France,37,-0.004255,0.00389,-0.010291,0.005004,-0.007359,-0.003711,-0.005769,-0.008145,0.006036,-0.009259,0.003104,-0.0005440000000000002,0.0015139999999999997
2024-01-09,India,7,0.003459,0.005024,-0.005346,0.006049,0.026989,-0.013525,-0.009798,-0.001565,0.008805,-0.00259,-0.02353,0.016984,0.013257
2024-01-09,India,17,-0.022442,-0.010638,0.004142,-0.014806,-0.021963,-0.009962,-0.007143,-0.011804,-0.026584,-0.007636,-0.00047900000000000026,-0.01248,-0.015299
2024-01-09,India,37,-0.011181,-0.020135,-0.003144,0.013229,0.002646,-0.005921,-0.000829,0.008954,-0.008036999999999999,-0.02441,-0.013826999999999999,-0.00526,-0.010352
2024-01-09,UK,7,0.004381,-0.012071,0.012256,0.001045,-0.01409,0.001826,-0.006176,0.016452,-0.007875,0.0033360000000000004,0.018471,0.0025550000000000004,0.010557
2024-01-09,UK,17,0.009481,0.022505,-0.002362,-0.000547,0.002965,-0.003047,0.007858,-0.013024,0.011843,0.010028,0.006515999999999999,0.012528,0.0016229999999999994
2024-01-09,UK,37,-0.009876,-0.011883,0.008602,-0.003006,0.008786,0.010044,0.000724,0.002007,-0.018478,-0.006869999999999999,-0.018661999999999998,-0.01992,-0.0106
2024-01-09,US,7,0.014264,0.02632,0.003406,0.004465,-0.004759,-0.003769,0.011701,-0.012055999999999999,0.010858,0.009799,0.019023,0.018033,0.002563000000000001
2024-01-09,US,17,-0.002352,-0.012152,0.002128,-0.001695,0.006753,-0.000809,-0.009327,0.0098,-0.00448,-0.000657,-0.009105,-0.0015429999999999999,0.006975
2024-01-09,US,37,0.007731,0.003586,0.016747,0.011497,0.013534,-8.6e-05,0.010593,0.004144999999999999,-0.009016000000000001,-0.0037660000000000003,-0.005802999999999999,0.007817,-0.002862
2024-01-10,Brazil,7,-0.007072,0.012477,0.034108,-0.014531,-0.028965,0.008069,0.008526,-0.019549,-0.04118,0.007459,0.021893000000000003,-0.015141,-0.015598
2024-01-10,Brazil,17,0.018417,-0.028076,0.003411,-0.013931,0.006947,0.005298,0.000968,0.046493,0.015005999999999999,0.032348,0.01147,0.013118999999999999,0.017449
2024-01-10,Brazil,37,0.007943,-0.01502,-0.01209,-0.006559,-0.017703,-0.002712,0.01174,0.022963,0.020033000000000002,0.014502000000000001,0.025646000000000002,0.010655000000000001,-0.003797
2024-01-10,China,7,-0.017865,0.015617,0.033741,-0.003235,-0.009819,-0.005844,-0.010531,-0.033482,-0.051606,-0.014629999999999999,-0.008046,-0.012020999999999999,-0.0073339999999999985
2024-01-10,China,17,-0.017527,-0.026811,-0.005755,0.003928,0.01469,0.001652,-0.006012,0.009284,-0.011772000000000001,-0.021455000000000002,-0.032217,-0.019179,-0.011515000000000001
2024-01-10,China,37,0.018101,-0.007965,0.017429,-0.017431,-0.004619,0.002569,-0.003842,0.026066,0.000671999999999999,0.035531999999999994,0.022719999999999997,0.015531999999999999,0.021942999999999997
2024-01-10,France,7,-0.004697,-0.015425,0.001074,0.001268,0.007344,0.00028,0.006848,0.010728,-0.005771,-0.005965,-0.012041,-0.004977,-0.011545
2024-01-10,France,17,-0.003321,0.006474,0.015554,-0.007202,0.004168,0.014111,0.010424,-0.009795,-0.018875,0.003881,-0.007489,-0.017432,-0.013745
2024-01-10,France,37,0.008024,-0.008546,-0.001815,-0.009687,-0.002101,-0.003624,0.016625,0.01657,0.009839,0.017710999999999998,0.010125,0.011648,-0.008601000000000001
2024-01-10,India,7,-0.003221,-0.004928,-0.005793,-0.012458,0.001517,0.013887,-0.006496,0.0017070000000000002,0.0025720000000000005,0.009237,-0.004738,-0.017107999999999998,0.003275
2024-01-10,India,17,-0.00757,-0.010811,0.011417,-0.012491,0.001634,-0.006167,0.006264,0.003240999999999999,-0.018987,0.004921,-0.009204,-0.0014030000000000006,-0.013833999999999999
2024-01-10,India,37,0.00801,0.019998,-0.01657,0.007163,0.010971,-0.000265,0.024616,-0.011987999999999999,0.02458,0.0008469999999999997,-0.002961,0.008275,-0.016606
2024-01-10,UK,7,-0.008978,0.000165,-0.011681,-0.000165,0.005941,0.009029,0.010533,-0.009143,0.0027030000000000005,-0.008813,-0.014919,-0.018007000000000002,-0.019511
2024-01-10,UK,17,0.01336,0.010003,-0.009623,0.002226,-0.0049,-0.012505,-0.001789,0.0033570000000000006,0.022983,0.011134,0.01826,0.025865,0.015149000000000001
2024-01-10,UK,37,0.001136,-0.006864,0.00104,0.001397,-0.000865,0.003753,0.021176,0.008,9.600000000000017e-05,-0.00026099999999999995,0.002001,-0.0026169999999999995,-0.02004
2024-01-10,US,7,-0.00142,0.002206,0.004994,0.002607,-0.014748,-0.003266,0.005422,-0.003626,-0.006414,-0.004027,0.013328000000000001,0.0018459999999999998,-0.006842
2024-01-10,US,17,0.01144,0.015226,-0.000885,0.006538,0.010771,0.008734,0.016347,-0.0037859999999999994,0.012325000000000001,0.004902,0.0006690000000000012,0.002706,-0.004907
2024-01-10,US,37,0.004478,0.005665,0.007003,-0.010398,0.005024,-0.002183,0.014112,-0.0011869999999999997,-0.0025249999999999995,0.014876,-0.0005459999999999996,0.006661,-0.009634
2024-01-11,Brazil,7,0.019091,0.017772,0.008856,-0.011333,-0.017522,0.00603,0.00365,0.0013190000000000007,0.010235000000000001,0.030424,0.036613,0.013061,0.015441
2024-01-11,Brazil,17,0.010114,0.007987,0.010198,0.00876,-0.007683,0.005751,0.012409,0.0021270000000000004,-8.400000000000074e-05,0.0013539999999999993,0.017797,0.004363,-0.002295
2024-01-11,Brazil,37,0.012588,0.018561,-0.017347,0.00248,-0.015874,-0.000534,0.016014,-0.005973000000000001,0.029935000000000003,0.010108,0.028462,0.013122,-0.0034260000000000002
2024-01-11,China,7,0.002694,-0.020552,0.003192,0.007932,0.007586,-0.008431,-2.1e-05,0.023246000000000003,-0.0004979999999999997,-0.005238,-0.004892,0.011125,0.0027150000000000004
2024-01-11,China,17,0.013865,0.002984,0.021409,0.00368,0.024852,-0.00378,0.005305,0.010881,-0.007544,0.010185,-0.010986999999999999,0.017645,0.008560000000000002
2024-01-11,China,37,-0.003442,0.01347,0.010968,0.002658,-0.005614,-0.005118,0.007789,-0.016912,-0.014410000000000001,-0.0061,0.002172,0.001676,-0.011231
2024-01-11,France,7,-0.018748,0.008247,-0.004251,-0.009669,0.005546,0.007714,0.004548,-0.026995,-0.014497000000000001,-0.009079,-0.024294,-0.026462,-0.023296
2024-01-11,France,17,-0.0039,0.00507,0.0046,-0.002963,3.1e-05,-0.001835,0.026873,-0.008969999999999999,-0.0085,-0.0009369999999999999,-0.003931,-0.002065,-0.030773000000000002
2024-01-11,France,37,-0.009912,-0.012894,-0.000846,0.003439,0.00817,0.010593,-0.01376,0.0029819999999999985,-0.009066000000000001,-0.013351000000000002,-0.018082,-0.020505000000000002,0.003847999999999999
2024-01-11,India,7,0.005928,0.001143,0.019787,0.002909,-0.004235,0.003327,0.000634,0.004785,-0.013859,0.003019,0.010163,0.002601,0.005294
2024-01-11,India,17,-0.007605,-0.009185,0.030838,0.010646,0.016747,0.003036,-0.002275,0.0015800000000000007,-0.038443,-0.018251,-0.024352000000000002,-0.010641,-0.00533
2024-01-11,India,37,0.017551,-0.00844,-0.001106,0.006281,0.006059,-0.025587,-0.012721,0.025991,0.018657,0.01127,0.011492,0.043137999999999996,0.030272
2024-01-11,UK,7,-0.004193,0.001098,-0.000158,-0.010913,-0.01031,-0.02421,0.00435,-0.005291,-0.0040349999999999995,0.006720000000000001,0.006117,0.020017,-0.008542999999999999
2024-01-11,UK,17,0.004236,-0.004524,-0.014854,0.001291,0.001306,0.008886,-0.00359,0.00876,0.01909,0.002945,0.0029300000000000003,-0.00465,0.007826
2024-01-11,UK,37,0.001741,0.013772,-0.003492,0.000294,-0.00176,-0.012642,-0.014867,-0.012031,0.005233,0.001447,0.0035009999999999998,0.014383,0.016608
2024-01-11,US,7,0.009375,0.00826,-0.003363,0.005235,0.001743,-0.005311,-0.005847,0.0011149999999999997,0.012738,0.00414,0.007632,0.014686,0.015222
2024-01-11,US,17,0.008293,0.013213,0.006936,-0.005722,0.007398,0.012512,-0.011171,-0.004920000000000001,0.0013569999999999997,0.014015,0.000895,-0.0042190000000000005,0.019464000000000002
2024-01-11,US,37,0.005886,-0.000538,0.005866,0.002284,0.000717,-0.005307,-0.000728,0.006424,2.0000000000000052e-05,0.0036019999999999997,0.005169,0.011193,0.006614
2024-01-12,Brazil,7,-0.011981,0.008025,0.017731,0.00465,0.016745,0.025632,0.01721,-0.020006,-0.029712000000000002,-0.016631,-0.028726,-0.037613,-0.029191
2024-01-12,Brazil,17,0.011426,-0.012745,0.008348,0.007522,0.031642,-0.015732,0.002767,0.024170999999999998,0.003078000000000001,0.0039040000000000004,-0.020216000000000005,0.027158,0.008659
2024-01-12,Brazil,37,-0.001218,-0.00906,5.9e-05,-0.019466,0.008448,-0.002491,0.021219,0.007842,-0.001277,0.018248,-0.009666000000000001,0.0012730000000000003,-0.022437
