date,market,portfolio_equity,status
2025-07-23,US,96610.28,ACTIVE_EVALUATION
2025-07-24,US,95932.5,ACTIVE_EVALUATION
2025-07-25,US,96990.68,ACTIVE_EVALUATION
2025-07-28,US,95720.31,ACTIVE_EVALUATION
2025-07-29,US,96226.83,ACTIVE_EVALUATION
2025-07-30,US,96435.72,ACTIVE_EVALUATION
2025-07-31,US,97442.72,ACTIVE_EVALUATION
2025-08-01,US,99274.06,ACTIVE_EVALUATION
2025-08-04,US,98557.03,ACTIVE_EVALUATION
2025-08-05,US,101271.09,ACTIVE_EVALUATION
2025-08-06,US,100248.32,ACTIVE_EVALUATION
2025-08-07,US,100287.0,ACTIVE_EVALUATION
2025-08-08,US,98284.02,ACTIVE_EVALUATION
2025-08-11,US,97506.77,ACTIVE_EVALUATION
2025-08-12,US,95502.87,ACTIVE_EVALUATION
2025-08-13,US,94250.24,ACTIVE_EVALUATION
2025-08-14,US,94792.6,ACTIVE_EVALUATION
2025-08-15,US,95095.28,ACTIVE_EVALUATION
2025-08-18,US,94593.36,ACTIVE_EVALUATION
2025-08-19,US,93872.45,ACTIVE_EVALUATION
2025-08-20,US,93529.11,ACTIVE_EVALUATION
2025-08-21,US,94435.67,ACTIVE_EVALUATION
2025-08-22,US,94407.25,ACTIVE_EVALUATION
2025-08-25,US,93559.28,ACTIVE_EVALUATION
2025-08-26,US,92573.32,ACTIVE_EVALUATION
2025-08-27,US,92821.76,ACTIVE_EVALUATION
2025-08-28,US,93199.76,ACTIVE_EVALUATION
2025-08-29,US,92574.08,ACTIVE_EVALUATION
2025-09-02,US,91298.88,ACTIVE_EVALUATION
2025-09-03,US,90107.66,ACTIVE_EVALUATION
2025-09-04,US,89107.89,ACTIVE_EVALUATION
2025-09-05,US,90329.54,ACTIVE_EVALUATION
2025-09-08,US,90937.84,ACTIVE_EVALUATION
2025-09-09,US,90183.93,ACTIVE_EVALUATION
2025-09-10,US,88838.3,ACTIVE_EVALUATION
2025-09-11,US,88320.93,ACTIVE_EVALUATION
2025-09-12,US,89260.66,ACTIVE_EVALUATION
2025-09-15,US,89870.49,ACTIVE_EVALUATION
2025-09-16,US,91069.03,ACTIVE_EVALUATION
2025-09-17,US,90686.98,ACTIVE_EVALUATION
2025-09-18,US,91433.74,ACTIVE_EVALUATION
2025-09-19,US,91405.58,ACTIVE_EVALUATION
2025-09-22,US,92055.06,ACTIVE_EVALUATION
2025-09-23,US,92413.41,ACTIVE_EVALUATION
2025-09-24,US,91709.81,ACTIVE_EVALUATION
2025-09-25,US,91505.41,ACTIVE_EVALUATION
2025-09-26,US,91318.42,ACTIVE_EVALUATION
2025-09-29,US,91969.58,ACTIVE_EVALUATION
2025-09-30,US,92825.5,ACTIVE_EVALUATION
2025-10-01,US,93289.79,ACTIVE_EVALUATION
2025-10-02,US,93446.53,ACTIVE_EVALUATION
2025-10-03,US,92809.77,ACTIVE_EVALUATION
2025-10-06,US,92400.55,ACTIVE_EVALUATION
2025-10-07,US,90984.31,ACTIVE_EVALUATION
2025-10-08,US,91636.47,ACTIVE_EVALUATION
2025-10-09,US,92129.1,ACTIVE_EVALUATION
2025-10-10,US,92182.75,ACTIVE_EVALUATION
2025-10-13,US,91742.67,ACTIVE_EVALUATION
2025-10-14,US,92214.53,ACTIVE_EVALUATION
2025-10-15,US,91978.79,ACTIVE_EVALUATION
2025-10-16,US,89853.84,ACTIVE_EVALUATION
2025-10-17,US,89759.39,ACTIVE_EVALUATION
2025-10-20,US,89346.65,ACTIVE_EVALUATION
2025-10-21,US,89526.43,ACTIVE_EVALUATION
2025-10-22,US,89353.01,ACTIVE_EVALUATION
2025-10-23,US,87883.92,ACTIVE_EVALUATION
2025-10-24,US,86875.81,ACTIVE_EVALUATION
2025-10-27,US,88489.13,ACTIVE_EVALUATION
2025-10-28,US,88982.01,ACTIVE_EVALUATION
2025-10-29,US,89490.29,ACTIVE_EVALUATION
2025-10-30,US,89875.98,ACTIVE_EVALUATION
2025-10-31,US,90199.33,ACTIVE_EVALUATION
2025-11-03,US,88590.2,ACTIVE_EVALUATION
2025-11-04,US,89084.28,ACTIVE_EVALUATION
2025-11-05,US,90383.13,ACTIVE_EVALUATION
2025-11-06,US,90743.18,ACTIVE_EVALUATION
2025-11-07,US,91828.79,ACTIVE_EVALUATION
2025-11-10,US,91270.14,ACTIVE_EVALUATION
2025-11-11,US,90777.68,ACTIVE_EVALUATION
2025-11-12,US,91693.58,ACTIVE_EVALUATION
2025-11-13,US,92533.62,ACTIVE_EVALUATION
2025-11-14,US,92084.01,ACTIVE_EVALUATION
2025-11-17,US,93516.64,ACTIVE_EVALUATION
2025-11-18,US,93110.3,ACTIVE_EVALUATION
2025-11-19,US,91499.85,ACTIVE_EVALUATION
2025-11-20,US,91657.93,ACTIVE_EVALUATION
2025-11-21,US,92505.27,ACTIVE_EVALUATION
2025-11-24,US,93435.48,ACTIVE_EVALUATION
2025-11-25,US,93600.08,ACTIVE_EVALUATION
2025-11-26,US,93238.5,ACTIVE_EVALUATION
2025-11-28,US,93560.97,ACTIVE_EVALUATION
2025-12-01,US,94492.2,ACTIVE_EVALUATION
2025-12-02,US,95550.9,ACTIVE_EVALUATION
2025-12-03,US,95711.81,ACTIVE_EVALUATION
2025-12-04,US,95877.82,ACTIVE_EVALUATION
2025-12-05,US,94481.31,ACTIVE_EVALUATION
2025-12-08,US,94843.38,ACTIVE_EVALUATION
2025-12-09,US,92457.82,ACTIVE_EVALUATION
2025-12-10,US,94199.26,ACTIVE_EVALUATION
2025-12-11,US,93373.64,ACTIVE_EVALUATION
2025-12-12,US,91876.01,ACTIVE_EVALUATION
2025-12-15,US,93496.89,ACTIVE_EVALUATION
2025-12-16,US,91723.93,ACTIVE_EVALUATION
2025-12-17,US,90915.48,ACTIVE_EVALUATION
2025-12-18,US,90058.11,ACTIVE_EVALUATION
2025-12-19,US,89355.66,ACTIVE_EVALUATION
2025-12-22,US,90305.84,ACTIVE_EVALUATION
2025-12-23,US,89397.77,ACTIVE_EVALUATION
2025-12-24,US,88249.61,ACTIVE_EVALUATION
2025-12-26,US,87812.67,ACTIVE_EVALUATION
2025-12-29,US,87331.54,ACTIVE_EVALUATION
2025-12-30,US,86671.63,ACTIVE_EVALUATION
2025-12-31,US,85252.3,ACTIVE_EVALUATION
2025-01-01,India,101272.29,ACTIVE_EVALUATION
2025-01-02,India,101108.47,ACTIVE_EVALUATION
2025-01-03,India,100873.47,ACTIVE_EVALUATION
2025-01-06,India,100661.48,ACTIVE_EVALUATION
2025-01-07,India,102153.85,ACTIVE_EVALUATION
2025-01-08,India,103436.03,ACTIVE_EVALUATION
2025-01-09,India,104496.29,ACTIVE_EVALUATION
2025-01-10,India,104715.83,ACTIVE_EVALUATION
2025-01-13,India,105099.26,ACTIVE_EVALUATION
2025-01-14,India,104543.2,ACTIVE_EVALUATION
2025-01-15,India,104143.43,ACTIVE_EVALUATION
2025-01-16,India,104933.18,ACTIVE_EVALUATION
2025-01-17,India,103638.06,ACTIVE_EVALUATION
2025-01-20,India,103212.95,ACTIVE_EVALUATION
2025-01-21,India,104454.21,ACTIVE_EVALUATION
2025-01-22,India,103642.59,ACTIVE_EVALUATION
2025-01-23,India,104514.79,ACTIVE_EVALUATION
2025-01-24,India,106683.44,ACTIVE_EVALUATION
2025-01-27,India,107661.79,ACTIVE_EVALUATION
2025-01-28,India,107998.11,ACTIVE_EVALUATION
2025-01-29,India,108985.73,ACTIVE_EVALUATION
2025-01-30,India,110237.83,ACTIVE_EVALUATION
2025-01-31,India,113862.69,ACTIVE_EVALUATION
2025-02-03,India,114502.27,ACTIVE_EVALUATION
2025-02-04,India,115651.61,ACTIVE_EVALUATION
2025-02-05,India,116612.1,ACTIVE_EVALUATION
2025-02-06,India,114772.86,ACTIVE_EVALUATION
2025-02-07,India,112524.78,ACTIVE_EVALUATION
2025-02-10,India,114754.65,ACTIVE_EVALUATION
2025-02-11,India,117189.3,ACTIVE_EVALUATION
2025-02-12,India,116662.3,ACTIVE_EVALUATION
2025-02-13,India,117740.35,ACTIVE_EVALUATION
2025-02-14,India,116763.5,ACTIVE_EVALUATION
2025-02-17,India,116149.39,ACTIVE_EVALUATION
2025-02-18,India,116091.14,ACTIVE_EVALUATION
2025-02-19,India,114856.28,ACTIVE_EVALUATION
2025-02-20,India,113704.06,ACTIVE_EVALUATION
2025-02-21,India,113586.44,ACTIVE_EVALUATION
2025-02-24,India,113277.59,ACTIVE_EVALUATION
2025-02-25,India,112076.34,ACTIVE_EVALUATION
2025-02-27,India,113583.25,ACTIVE_EVALUATION
2025-02-28,India,112209.66,ACTIVE_EVALUATION
2025-03-03,India,115383.96,ACTIVE_EVALUATION
2025-03-04,India,117697.82,ACTIVE_EVALUATION
2025-03-05,India,118347.73,ACTIVE_EVALUATION
2025-03-06,India,119468.06,ACTIVE_EVALUATION
2025-03-07,India,117865.98,ACTIVE_EVALUATION
2025-03-10,India,117397.81,ACTIVE_EVALUATION
2025-03-11,India,117539.0,ACTIVE_EVALUATION
2025-03-12,India,115413.14,ACTIVE_EVALUATION
2025-03-13,India,115429.66,ACTIVE_EVALUATION
2025-03-17,India,114365.3,ACTIVE_EVALUATION
2025-03-18,India,115264.64,ACTIVE_EVALUATION
2025-03-19,India,115634.15,ACTIVE_EVALUATION
2025-03-20,India,117729.71,ACTIVE_EVALUATION
2025-03-21,India,119868.06,ACTIVE_EVALUATION
2025-03-24,India,119318.41,ACTIVE_EVALUATION
2025-03-25,India,122278.09,ACTIVE_EVALUATION
2025-03-26,India,121365.74,ACTIVE_EVALUATION
2025-03-27,India,121912.04,ACTIVE_EVALUATION
2025-03-28,India,122531.33,ACTIVE_EVALUATION
2025-04-01,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-02,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-03,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-04,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-07,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-08,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-09,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-11,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-15,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-16,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-17,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-21,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-22,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-23,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-24,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-25,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-28,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-29,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-04-30,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-02,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-05,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-06,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-07,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-08,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-09,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-12,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-13,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-14,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-15,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-16,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-19,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-20,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-21,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-22,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-23,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-26,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-27,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-28,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-29,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-05-30,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-02,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-03,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-04,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-05,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-06,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-09,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-10,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-11,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-12,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-13,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-16,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-17,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-18,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-19,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-20,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-23,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-24,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-25,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-26,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-27,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-06-30,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-01,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-02,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-03,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-04,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-07,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-08,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-09,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-10,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-11,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-14,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-15,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-16,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-17,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-18,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-21,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-22,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-23,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-24,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-25,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-28,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-29,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-30,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-07-31,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-01,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-04,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-05,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-06,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-07,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-08,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-11,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-12,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-13,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-14,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-18,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-19,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-20,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-21,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-22,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-25,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-26,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-27,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-28,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-08-29,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-01,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-02,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-03,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-04,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-05,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-08,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-09,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-10,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-11,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-12,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-15,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-16,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-17,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-18,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-19,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-22,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-23,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-24,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-25,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-26,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-29,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-09-30,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
2025-10-01,India,122531.33,DATASET_FROZEN_HISTORICAL_BOUNDARY
